Comment ID	Comment	Grammatically corrected comment	Politics	Hate Speech	Data																			
1110	Nuk e Marr vesh pse flasin te gjithe ne te njejten kohe. A mund te edukoni njehere veten para se te dilni te na edukoni ne??? Realisht polemika eshte e lodheshme	Nuk e marr vesh pse flasin te gjithe ne te njejten kohe. A mund te edukoni njehere veten para se te dilni te na edukoni ne??? Realisht polemika eshte e lodhshme!	Actuality	F																				
1111	2000 euro nji nuse shqipetare nga shqipëria për serbin dhe sllavo maqedonin. A po i heton dikush keto shitje se nuk quhen martesa. Në maqedoni ka mbi 3000 raste	2000 euro nje nuse shqiptare nga Shqipëria për serbin dhe sllavo-maqedonasin. A po i heton dikush keto shitje? Se nuk quhen martesa. Në Maqedoni ka mbi 3000 raste.	Actuality	F																				
1112	Po jemi nje popull vertet qe Nuk reagojm jemi popull shum injorant! Ca do qe tju besh shqiptareve nuk reagojn a kan gjak kta njerz apo ju esht bere uji!	Po, jemi nje popull vertet qe nuk reagojme. Jemi popull shume injorant! C'a do qe t'ju besh shqiptareve, nuk reagojne! A kane gjak keta njerez apo ju eshte bere uje?!	Actuality	F																				
1113	Hahahahaha a ma Kur po thojn asht fe e pranuar te Allahu 🤣🤣🤣🤣🤣. . kapni rrenjet e tparve ndeshi me qen Krenare djal mas Djalit. Leni prrallat e aziatikve.	Hahahahaha kur po thone eshte fe e pranuar te Allahu 🤣🤣🤣🤣🤣. . Kapni rrënjët e te pareve nese doni te jeni krenare djale pas djalit. Leni perrallat e aziatikeve.	Actuality	F																				
1114	Grida duhet te kishe ftuar dhe dike qe perfaqson fene islame qe te shpjegohet se feja islame Nuk ka asnje lidhje me kta personazhe qe perdorin fene Sipas interesave te tyre!! Dhe me vjen shum Keq qe shum perfaqsues te fese islame Nuk dalin te flasim dhe ta ndaj kte gje te shemtuar nga feja islame e paster! Ka shum njerz qe falen dhe praktikojn fene por kjo Nuk do te thote se ata Jane perfaqsues te fese islame prandaj Jane dhe dijetaret ose imamet te cilet e kan obligime te sqarojn opinion publik qe feja Nuk esht kjo qe ky mjek ka perdorur!	Grida duhet te kishe ftuar dhe dike qe perfaqeson fene islame qe te shpjegohet se feja islame nuk ka asnje lidhje me keta personazhe qe perdorin fene sipas interesave te tyre!!  Dhe me vjen shum keq qe shume perfaqesues te fese islame nuk dalin te flasim dhe ta ndajne kete gje te shemtuar nga feja islame e paster! Ka shum njerez qe falen dhe praktikojne fene, por kjo nuk do te thote se ata jane perfaqesues te fese islame prandaj jane dhe dijetaret ose imamet te cilet e kane obligim te sqarojne opinion publik qe feja nuk esht kjo qe ky mjek ka perdorur!	Actuality	F																				
1115	Dhe Dicka persa I perket moralit ne shoqerine shqiptare Nuk ekziston me ky moral jemi kthyer nga familja me shembullore ne Europe ne nje shoqeri e basarduar dhe e degjeneruar dhe ky esht fakt esht shum e turpshme te flasin per moralin disa njerz qe po ti shikosh Nuk kan lidhje me moralin dhe dalin e bejn moral ne TV te gjithe opinionit publik!! Ksaj I thone imoraliteti flet per moralin🤦‍♂️🤦‍♂️🤦‍♂️👎👎👎👎👎	Dhe dicka persa i perket moralit ne shoqerine shqiptare. Nuk ekziston me ky moral, jemi kthyer nga familja me shembullore ne Europe, ne nje shoqeri e basarduar, dhe e degjeneruar, dhe ky eshte fakt, eshte shume e turpshme te flasin per moralin disa njerez qe po ti shikosh nuk kane lidhje me moralin dhe dalin e bejne moral ne TV te gjithe opinionit publik!! Kesaj i thone imoraliteti flet per moralin🤦‍♂️🤦‍♂️🤦‍♂️👎👎👎👎👎	Actuality	F																				
1116	O Nuk ka lidhje feja per Sa I perket degjenerimit asnje fe Nuk ka lidhje jemi ne nje shoqeri kurvash dhe kuvaresh pike dhe ky esht fakt ndaq pranojeni ndaq jo flisni grini sallate Sa te doni, por ky esht fakt se jemi nje shoqeri e degjeneruar se kshtu i pelqen dhe ktu e gjejn veten 90% e shoqerise shqiptare	O Nuk ka lidhje feja. Persa i perket degjenerimit asnje fe nuk ka lidhje, jemi ne nje shoqeri kurvash dhe kurvaresh pike. Ky eshte fakt, ndac pranojeni, ndac jo, flisni, grini sallate sa te doni, por ky eshte fakt se jemi nje shoqeri e degjeneruar se keshtu i pelqen dhe ketu e gjejne veten 90% e shoqerise shqiptare.	Actuality	T																				
1117	Shoqeri primitive, pa nje perspektiv te mirefillte moderne , te maskuar Si perparimtare , por ende jetojne me ligjore te dheriatit qe Jane kunderta ligjore.	Shoqeri primitive, pa nje perspektive te mirefillte moderne , te maskuar si perparimtare , por ende jetojne me ligjore te sheriatit qe jane e kunderta ligjore.	Actuality	T																				
1118	JO SE ISHTE PERFEKT AI SISTEMI XHAXHIT POR U PPRDHI NE KOKE BESIMEVE	JO SE ISHTE PERFEKT AI SISTEMI I XHAXHIT, POR U PORDHI NE KOKE BESIMEVE	Actuality	F																				
1119	Po si nuk ka me thuaj nje vajze 14 vjecare qe eshte e virgjer dhe e shumta kan kryer mardheni me te ritur ne kush i ka denoncuar asnje.	Po si nuk ka? Me thuaj nje vajze 14 vjecare qe eshte e virgjer dhe e shumta kane kryer marredhenie me te rritur? Kush i ka denoncuar? Asnje.	Actuality	F																				
1120	Te gjitha vajzat joshen mos beni ju sikure jeni Virgjereshat keni mundesin tani ju te flisni ne televizion se nga brenda ju e dini se sa here jeni abuzuar.	Te gjitha vajzat joshen, mos beni ju sikurse jeni virgjereshat. Keni mundesine tani ju te flisni ne televizion, se nga brenda ju e dini se sa here jeni abuzuar.	Actuality	F																				
1121	Gruja e par i ka fajet qe e ka duru dhe e ka leju me shku deri ne kete shkall ajo o ta ndryshote o te merte femijet e te laegohej nga ai palaqe ai duhet var ka shkateru jeten e grus jeten e familjes dhe fisit i ka vu njoll qe do permenet per keq	Gruaja e pare i ka fajet qe e ka duruar dhe e ka lejuar te shkoje deri ne kete shkalle. Ajo ose ta ndryshonte ose te merrte femijet e te largohej nga ai palaqe. Ai duhet varur, ka shkaterruar jeten e gruas, jeten e familjes dhe fisit. I ka vene njolle qe do permendet per keq	Actuality	T																				
1122	Koha për Hitler.	Koha për Hitler.	Actuality	F																				
1123	Po ata qe len grate me femijet dhe shkojn gjejn dashnore dhe nuk pergjigjen per femijet e tyre sa rate ka pasur qe jan martuar 3 her dhe i kan braktisur gra dhe femije po ai te pakten i mban grate e tija.	Po ata qe lene grate me femijet dhe shkojne gjejne dashnore dhe nuk pergjigjen per femijet e tyre? Sa raste ka pasur qe jane martuar 3 here dhe i kane braktisur grate dhe femijet? Ai te pakten i mban grate e tija.	Actuality	F																				
1124	Jeni hipokrite qe e ndani nga feja perderisa feja e lejon kete	Jeni hipokrite qe e ndani nga feja, perderisa feja e lejon kete.	Actuality	F																				
1125	Dhe me hipokrite cfaqen ketu "profesoreshat" e fese islame ngarkuar me shamite e kokes dhe llafollogji pseudo intelektuale,pseudomorale.	Dhe me hipokritet shfaqen ketu "profesoreshat" e fese islame, ngarkuar me shamite e kokes dhe llafollogji pseudo-intelektuale,pseudo-morale.	Actuality	T																				
1126	Ah Enver Hoxha ku je ?	Ah Enver Hoxha, ku je ?	Actuality	F																				
1127	ore ju qé flisni, pér ju nuk éshté problem gruaja apo burri té béj seks né çdo qosh ku të mundet me kë të i pëqej, ça dilni të bëni hipokritet aty ??? poligamy e marrje të përgjegjësis me kryerjen e obligimeve bashkëshortore dhe poligamy seks life me kë të mundesh ça është kjo hipokrizi	Ore ju qe flisni, per ju nuk eshte problem gruaja apo burri te beje seks ne çdo qoshe ku të mundet, me kë t'i pëlqeje? Ca dilni të bëni hipokritet aty ??? Poligami e marrje të përgjegjësise me kryerjen e obligimeve bashkëshortore dhe poligami seks-life me kë të mundesh! Ca është kjo hipokrizi!	Actuality	F																				
1128	Kjo kokëlopa me çallmë në kokë duhet të vej në arabi se atje e ka vendin. Islam = terrorizëm pedofili orgji dhunë ndaj grave.	Kjo kokëlopa me çallmë në kokë duhet të veje në Arabi se atje e ka vendin. Islam = terrorizëm ,pedofili, origji, dhunë ndaj grave.	Actuality	T																				
1129	Keta flasin kot sa per followers sepse asnje nuk di asgje te sakte.	Keta flasin kot sa per followers sepse asnje nuk di asgje te sakte.	Actuality	F																				
1130	Moj cfare martese flisni kur ku eshte i martuar me nje .	Moj, cfare martese flisni kur ky eshte i martuar me nje?	Actuality	F																				
1131	Vareni kete plehr	Vareni kete plehre	Actuality	T																				
1132	Ka shume drejte Edlira qe vlereson shum dhe ka merite te vecante te pa pare deri tash Grida si nje udheheqese e nje emisioni me shikueshmeri te larte qe respekton shume pikerisht religjionin qe ka shum shpifje uretje dhe islamofobi ,duke debatuar tek ajo keto tema me domethenie edukiimi dhe ndertimi te nje personazhi dhe sidomos Grida qe profesioni i saj si doktor i shkencave sociologjise qe eshte nuk lejon shum xxx persona jo qe te shprehin islamofobin por nuk mund tu afrohen atyre fjaleve shume shume respekte eshte ajo qe grate shqiptare sidomos ata te fese Islame mund ti mbroj shume fuqishem dhe nepermjet saj ato mund te perparojn	Ka shume te drejte Edlira qe vlereson shume dhe ka merite te vecante, te papare deri tani Grida si nje udheheqese e nje emisioni me shikueshmeri te larte qe respekton shume pikerisht religjionin qe ka shum shpifje urretje dhe islamofobi. Duke debatuar tek ajo keto tema me domethenie edukimin dhe ndertimin te nje personazhi dhe sidomos Grida qe profesioni i saj si doktor i shkencave te sociologjise qe eshte, nuk lejon shume persona jo qe te shprehin islamofobine, por nuk mund tu afrohen atyre fjaleve. Shume, shume respekte eshte ajo qe grate shqiptare sidomos ata te fese Islame mund ti mbroje shume fuqishem dhe nepermjet saj ato mund te perparojne.	Actuality	F																				
1133	Ky genjen keto martesa behen nga secili imam edhe ne Kosove edhe ne shqiperibile edhe ketu ne zvicerr ku une jetoj.	Ky genjen, keto martesa behen nga secili imam edhe ne Kosove edhe ne Shqiperi. Madje edhe ketu ne Zvicer ku une jetoj.	Actuality	F																				
1134	Ne zvicerr imamet nga Maqedonia dhe kosova i bejne keto martesa shume shpesh te jeni te bindur.E kane te lejuar bile i shtyjne te rinjte ti bejne.	Ne Zvicer imamet nga Maqedonia dhe Kosova i bejne keto martesa shume shpesh, te jeni te bindur. E kane te lejuar, madje i shtyjne te rinjte t'i bejne.	Actuality	F																				
1135	Vetem ne shqiperi mund te ndodhin keto gjera,mjer ai vend me keta kafshe qe lihen te lire te bejne c,fare u do qefi.	Vetem ne Shqiperi mund te ndodhin keto gjera,mjere ai vend me keta kafshe qe lihen te lire te bejne cfare u do qejfi.	Actuality	T																				
1136	Keta individe per mendimin tim po e degjenerojne fene myslimane kur ne realitet eshte krejt ndryshe njohim plot miq qe jane praktikues te fese myslimane dhe jane njerez serioz dhe te skandalizuar nga keto fenomene qe po shohim	Keta individe per mendimin tim po e degjenerojne fene muslimane kur ne realitet eshte krejt ndryshe. Njohim plot miq qe jane praktikues te fese muslimane dhe jane njerez serioz dhe te skandalizuar nga keto fenomene qe po shohim	Actuality	F																				
1137	Ky person do varur në mes Tiranes	Ky person duhet varur në mes Tiranes	Actuality	T																				
1138	Nese nje femene din se burri ka nje grua,pse duhet te pranoj kete lillje.faj ka shummmm doktori.kto gjana nuk kan lillje me fen por jan njerz te mrapametun jan msh me dy sy	Nese nje femer e di qe burri ka nje grua, pse duhet te pranoje kete lidhje?! Faj ka shume doktori, keto gjera nuk kane lidhje me fene, por jane njerezit te prapambetur, jane mish me dy sy	Actuality	T																				
1139	Avokat je fenomen bravo	Avokat, je fenomen, bravo!	Actuality	F																				
1140	Prindi duhet të edukoj fëmijën jo sipas të tjerëve, por siç do dëshironin ata të edukoheshin prej prindërve të tyre. Fëmijët në moshë 14 vjeçare janë minoren dhe nuk dnohen nga ligji për arsye se janë të papjekur dhe të lëkundër në vendosmërin e tyre, prandaj për martes me apo jo kuror zyrtare mbrohen me ligj. Kush krijon mardhënie me to në moshën minorene dhe vet është në moshë madhore dëmohet sipas ligjit. Vajza duhet të kaloj në këshillimin psikologjik.	Prindi duhet të edukoje fëmijën jo sipas të tjerëve, por siç do dëshironin ata të edukoheshin prej prindërve të tyre. Fëmijët në moshë 14 vjeçare janë minorene dhe nuk denohen nga ligji për arsye se janë të papjekur dhe të lëkundër në vendosmërine e tyre, prandaj për martese me apo jo kurore zyrtare mbrohen me ligj. Kush krijon marredhënie me to në moshën minorene dhe vete është në moshë madhore dënohet sipas ligjit. Vajza duhet të kaloje në këshillimin psikologjik.	Actuality	F																				
1141	Shfrytzim i pozicionit te punes per te joshur minorenen nje surrat mut nga esht ai nga dibra	Shfrytezim i pozicionit te punes per te joshur minorenen, nje surrat mut nga eshte ai, nga Dibra.	Actuality	T																				
1142	Nuk e lejon feja me shum partner esht e lejuar mund ta ndash gruan dhe mund te marresh nje tjeter por jo njeheresh	Nuk e lejon feja me shume partnere. Eshte e lejuar qe mund ta ndash gruan dhe mund te marresh nje tjeter por jo njeheresh.	Actuality	F																				
1143	si mund te nderhynin te tjeret kur pastori ndegjoi afer 30 min dhe nuk nderhyri as 1 her kurse ato te tjerat pa i pytur fare nderhyn qfar respekti asht ky i thon vetes te arsimuara dhe nerhyn pa pytur fare	Si mund te nderhynin te tjeret kur Pastori degjoi afer 30 min dhe nuk nderhyri as nehere? Kurse ato te tjerat pa i pyetur fare, nderhyjne. Cfare respekti eshte ky?  I thone vetes te arsimuara dhe nderhyjne pa pyetur fare.	Actuality	F																				
1144	Sjam d'akort me zotnin ne Kosovo nuk martohen me vajzen e agjes m'as lufe ka hyr tylifar hogje edhe ata i kan largu me koh	S'jam dakort me zoterine ne Kosove, nuk martohen me vajzen e xhaxhait. Pas  luftes ka hyre cfaredolloj hoxhe edhe ata i kane larguar me kohe.	Actuality	F																				
1145	I vetmi emision që jep këshilla dhe kurajo 👏🏻	I vetmi emision që jep këshilla dhe kurajo 👏🏻	Actuality	F																				
1146	"Qfar njerzish ka Shqiprija e kosova
 Hogjallar.. Rrotagji si doktorri,etj mongol të Flliqur Qenefat e turpit shetit i them
 Pastrone popullaten prej Ndytsirave"	Cfare njerezish ka Shqiperia dhe Kosova! Hoxhallare, rrotaxhi, si doktori,etj mongol të felliqur, qenefat e turpit. Shtetit i them: pastrojeni popullaten nga ndyresirat!	Actuality	T																				
1147	Shikoni pedofilat me kullaro dhe prifterinjte qe perdhunojne femijet e porsalindur. Si eshte mundur qe shqiperia nuk ka sy te shikoj keta plera ?	Shikoni pedofilat me kollare dhe prifterinjte qe perdhunojne femijet e porsalindur. Si eshte mundur qe Shqiperia nuk ka sy te shikoje keta plehra?	Actuality	T																				
1148	O ENVER HOXHA =TI PASKA CON PIKË MJALTI ,SOT ÇFARË SPO SHOHIM =ÇFARË SPO NDIGJOMË.😂😂😂	O ENVER HOXHA =TI PASKE QENE  PIKË MJALTI ,SOT ÇFARË S'PO SHOHIM =ÇFARË S'PO DEGJOJME.😂😂😂	Actuality	F																				
1149	Duhet nje Ligj edhe per Griden patjeter te martohet se ndryshe nese kryen mardhenje seksuale me ndonje ben veper penale 😂	Duhet nje ligj edhe per Griden, patjeter! Te martohet se ndryshe nese kryen marredhenie seksuale me ndonje, ben veper penale 😂	Actuality	F																				
1150	"Po po prisni se do i rregulloni sa emisjone kini
 Ber ju nuk nemerohen dhe 
 Prap asgje ska ndryshuar po po behet akoma me keq kot perpiqeni se ajo qe
 Tregon bibla esht e sakt se
 Nuk munt te dali zoti genjedhtar sepse fjala e perndis thot qe ne ditet e fundit te ketij sistemi qe drejtohet nga njeriu gjerat do shkojn keq e me keq pra do jen ko kritike per tu
 Perballuar njerzit do jen te
 Dashuruar me veten nuk duan tja din se ka te tjer apo jo do jen lakmus parash jan te perkushtuar te paraja dhe i harrojn se cfar len mbrapa dhe cfar ka ndodhur kan prishur familjen por dhe kan humbur jeten per tu pasuruar tjetra te pa bes shpifes pa vet kontroll per
 Nje fjal goje vrasin njeri tjetrin nuk do jen te gacem per asnje marrveshje dhe me e rendesishmja thot se femijet do jen te pa bindur
 Ndaj prinderve pra tani e ka autoritetin femija rri prindri me nje kemb pars femijes thot qe morali njerzve do bjet ne vent te
 Dashuris do ket urrejtje o zonja grida po ti ke qen ne
 Parlament si persona te shkolluar dhe cfar nuk nxirnit nga goja prandaj keto emisjont tuaja jan sa per te kaluar kohen se asnje gje skini rregulluar
 Kjo po e tregon se skandalet po shtohe po e shikojm cpo behet si po veprojn doktor mesus kryetar bashkie e me radh"	Po po prisni, se do i rregulloni! Sa emisione keni bere ju, nuk numerohen dhe prape asgje s'ka ndryshuar. Po behet akoma me keq, kot perpiqeni se ajo qe tregon bibla eshte e sakte, se nuk mund te dale Zoti genjeshtar sepse fjala e perendise thote qe ne ditet e fundit te ketij sistemi qe drejtohet nga njeriu, gjerat do shkojne keq e me keq, pra do jene kohe kritike per tu perballuar. Njerezit do jene te dashuruar me veten, nuk duan t'ia dine nese kane te tjere apo jo. Do jene lakmues parash, jane te perkushtuar te paraja dhe i harrojne se cfare lene mbrapa dhe cfare ka ndodhur. Kane prishur familjen por dhe kane humbur jeten per tu pasuruar. Tjetra, te pabese, shpifes, pa vetekontroll, per nje fjale goje vrasin njeri-tjetrin, nuk do jene te gatshem per asnje marreveshje dhe me e rendesishmja thote se femijet do jene te pabindur ndaj prinderve. Pra tani e ka autoritetin femija rri prindi me nje kembe para femijes, thote qe morali i njerezve do bjere, ne vend te  dashurise do kete urrejtje. O  zonja Grida po ti ke qene ne parlament si person i shkolluar dhe cfare nuk nxirnit nga goja prandaj keto emisionet tuaja jane sa per te kaluar kohen se asnje gje s'keni rregulluar. Kjo po e tregon se skandalet po shtohen, po e shikojme c'po behet si po veprojne doktoret, mesuesit, kryetaret e bashkive e me radhe.	Actuality	F																				
1151	Ku i ka gjetur gjith keto budallaqe ky doktoruci?!!	Ku i ka gjetur gjithe keto budallaqe ky doktoruci?!!	Actuality	T																				
1152	Zhaklina u dorezua sa beri fame (duke u ftuar ne TV te ndryshme ) dhe leke me Big Brother dhe gjeti dashnorin e pasur. Doni me per Belulin ? Keta jan "aktivistet" Shqiiptar. Degjoheni me kujdes tipike Shqiptare kur thote "nuk kam cfar perfitoj"....mendja gjithmone tek perfitimi.	Zhaklina u dorezua sa beri fame (duke u ftuar ne TV te ndryshme ) dhe leke me Big Brother dhe gjeti dashnorin e pasur. Doni me per Belulin ? Keta jan "aktivistet" shqiptare. Degjojeni me kujdes, tipike shqiptare kur thote "nuk kam cfare perfitoj"....mendja gjithmone tek perfitimi.	Actuality	F																				
1153	Skandaloze si e keni trajtuar temen vetem e vetem mos i prishni qejfin komunitetit musliman. Folet per tradhetine bashkeshortore e tjera devianca mes ADULTEVE nderkohe ne fjale eshte ceshtja e nje 14 vjecareje me nje 42 vjecar ! Dicka qe ne fakt ndodh rendomte ne komunitetin Musliman dhe mos beni sikur se dini. Jo Arben Ahmetaj me nje dashnore ADULTE por behet fjale per nje PEDOFIL qe dhe ka regjistruar perdhunimet e tij. TURP TE KENI qe nuk flisni drejt vetem per disa VOTA . VEND I FALIMENTUAR moralisht dhe ne cdo lloj tjeter	Skandaloze si e keni trajtuar temen, vetem e vetem mos i prishni qejfin komunitetit musliman. Folet per tradhetine bashkeshortore e te tjera devianca mes te rriturve, nderkohe ne fjale eshte çeshtja e nje 14 vjecareje me nje 42 vjecar! Dicka qe ne fakt ndodh rendomte ne komunitetin musliman dhe mos beni sikur s'e dini. Jo Arben Ahmetaj me nje dashnore te rritur, por behet fjale per nje pedofil qe dhe ka regjistruar perdhunimet e tij. Turp te keni qe nuk flisni drejt, vetem per disa vota. Vend i falimentuar moralisht dhe ne cdo lloj tjeter.	Actuality	F																				
1154	Mbase nuk ka ligj se e kish pa ai abuzimin se si bëhet	Mbase nuk ka ligj se e kishte pare ai abuzimin se si bëhet	Actuality	F																				
1155	Ju keni arab palestinez ne shqipri qe ika dy gra shqiptare tani mund te ket edhe ma shum.	Ju keni arab-palestinezet ne Shqipri qe i kane dy gra shqiptare, tani mund te kete edhe me shume.	Actuality	F																				
1156	Duhet të kthehet dënimi me vdekje	Duhet të kthehet dënimi me vdekje	Actuality	F																				
1157	"Rrena total 
 Shqipëria komplet kundër islamit 
 Kurxho ska të verteta hanez keni me pa të verteten"	Rrena total! Shqipëria komplet kundër islamit. Asgje s'ka të verteta,  keni per te pare të verteten.	Actuality	F																				
1158	Flasin per Fen Islame por i ftuar esht nje Pastor🤔	Flasin per fene islame por i ftuar eshte nje pastor	Actuality	F																				
1159	Psikologja duket më shumë si një lopë që i ka ngecur një thes patatesh në kokë 😂	Psikologia duket më shumë si një lopë që i ka ngecur një thes patatesh në kokë 😂	Actuality	T																				
1160	Zhaklini sdi sa burra ka dashnor nga mosha 13 vjec e lart dhe del e flet ne televizor	Zhaklini s'di sa burra ka dashnore nga mosha 13 vjec e lart, dhe del e flet ne televizor	Actuality	F																				
1161	Me fal me gjithe respektin qe kam per ju zonja Grida dhe per te gjithe panelistet aty ju dhate te gjithe leksione psikologjie dhe asgje konkrete per kete burre qe duke u maskuar si fetar abuzo I me fene islame sepse feja islame eshte nje fe e paster dhe nuk lejon abuzime te tilla ju faleminderit	Me fal, me gjithe respektin qe kam per ju zonja Grida dhe per te gjithe panelistet aty: ju dhate te gjithe leksione psikologjie dhe asgje konkrete per kete burre qe duke u maskuar si fetar abuzoi me fene islame, sepse feja islame eshte nje fe e paster dhe nuk lejon abuzime te tilla. Ju faleminderit!	Actuality	F																				
1162	O gazetar 14 vjeçare është jo 16 vjeçare o tarallak gazetar	O gazetar, 14 vjeçare është, jo 16 vjeçare, o torollak gazetar	Actuality	T																				
1163	Hajde shpifsa Hajde!!! Xhen shesh bën përshesh	Hajde shpifes hadje! Gjen shesh, ben pershesh!	Actuality	F																				
1164	"E bëtë çarap emisionin ,mbani rregull.
 Shkencërisht është vërtetuar që mardhenja seksuale duhet te kryhet mbas 18 vjeç.
 Dryshimin e ligjit në uljen e moshesh duket që e kanë bërë deputetet te pa aftë."	"E bëtë çorap emisionin, mbani rregull. Shkencërisht, është vërtetuar që marredhenia seksuale duhet te kryhet mbas 18 vjeç.
Ndryshimin e ligjit në uljen e moshes duket që e kanë bërë deputetet e paafte."	Actuality	F																				
1165	Pedofili ska pas ne te gjitha Fetë por vetem tek te Krishteret.😉	Pedofili s'ka pase ne te gjitha fete, por vetem tek te krishteret.	Actuality	T																				
1166	Po shume mire mi Zhak,po e fillove gabim qe ne fillim e fillove me shpat.Kshu po ka lezet tju degjosh ,ndihmoni njeri tjeterin.Suksese😊	Po shume mire mi Zhak,po e fillove gabim qe ne fillim, e fillove me shpate. Keshtu po, ka lezet t'ju degjosh, ndihmoni njeri-tjetrin. Suksese😊	Actuality	F																				
1167	Sa e sakte qe je o Grida,te gjithe faktikisht ,qe nga Edlira,pastori ,,,,,	Sa e sakte qe je o Grida, te gjithe faktikisht, qe nga Edlira, pastori	Actuality	F																				
1168	Nuk e dinin prinderit ku e kishin po gjithe bota dinte...mbi te gjitha prinderit ishin viktima gjithashtu dhe te gjitha grate si nen moshe si mbi moshe...hajde dybek hajde ky dmth paska gjetur gjithe keto viktima pa vetedashje...kaq shume budallenj paskemi....	Nuk e dinin prinderit ku e kishin, po gjithe bota e dinte...mbi te gjitha, prinderit ishin viktima, gjithashtu dhe te gjitha grate si nen moshe si mbi moshe...hajde dybek, hajde.. ky domethene, paska gjetur gjithe keto viktima pa vetedashje...kaq shume budallenje paskemi....	Actuality	F																				
1169	Akoma nuk keni arritur ta kuptoni qe fen Islame po e keqperdorin , po e keqtransmetojn.	Akoma nuk keni arritur ta kuptoni qe fene islame po e keqperdorin, po e keqtransmetojne.	Actuality	F																				
1170	"Tmerr niveli. Shifni nivelin e personaliteteve qe ndjekim ne media per te kuptuar ku jemi si shoqeri.
 Shqipetaret jane shume larg te qenit te moralshem
 Apo afer me
 zotin!"	Tmerr niveli! Shifni nivelin e personaliteteve qe ndjekim ne media per te kuptuar ku jemi si shoqeri. Shqiptaret jane shume larg te qenit te moralshem apo afer me zotin!	Actuality	F																				
1171	😂😂😂😂te dolon pipat na,hunda o doktorrë	😂😂😂😂te dolen pipat nga hunda o doktor!	Actuality	F																				
1172	Pedofili e paster dhe poligami e paster. Ka nene te qarta per denimin e veprave te tilla te shemtuara kriminale.	Pedofili e paster dhe poligami e paster. Ka nene te qarta per denimin e veprave te tilla, te shemtuara, kriminale.	Actuality	T																				
1173	Po pse vetem burrat te marin 4 gra atehere te marin edhe grate me kater burra😂😂😂😂Kjo ka qene ne kohen qe burrat vriteshin ne lufte dhe kur linde vajze e vritshin atehere Muhaamidi Alej Selam i qofshim fale urdheroi mbulimin, duke thone eshte nene qe hap boten, por jo ne kete kohe. Gjyshi qe un sot jam vete gjyshe dhe kur ndegjoj keto me kujtohet gjyshi qe e shpjegonte kete ka ndru jete duke u falur, gjithashtu edhe im ate falesh por mos ta merte veshe njeri e fuste ne burg………	Po pse vetem burrat te marrin 4 gra? Atehere te marrin edhe grate kater burra😂😂😂😂 Kjo ka qene ne kohen qe burrat vriteshin ne lufte dhe kur lindte vajze e vrisnin, atehere Muhamedi Alej Selam i qofshim fale, urdheroi mbulimin duke thone eshte nene qe hap boten, por jo ne kete kohe. Gjyshi, qe une sot jam vete gjyshe dhe kur degjoj keto me kujtohet gjyshi qe e shpjegonte kete, ka nderruar jete duke u falur, gjithashtu edhe im ate faleshe por mos ta merrte vesh njeri se e fusnin ne burg	Actuality	F																				
1174	I rafte ne dere ketij avokat paska shume budallenj avokat ne shqiperi	I rafte ne dere ketij avokati, paska shume budallenj avokat ne Shqiperi	Actuality	T																				
1175	Avukat qe I nxorri pa laara gazetarve qe gnjen o la me gisht ne goj nuk e shoh me si emsijon turp tju vij	Avokat qe i nxorri te palarat gazetareve qe genjejne, i la me gisht ne goje! Nuk e shoh me si emision, turp t'ju vij!	Actuality	F																				
1176	Dervish Hasi living life	Dervish Hasi, living life	Actuality	F																				
1177	Kjo qe keto thone eshte bordell i moderum🤣	Kjo qe keta thone eshte bordello e moderuar 	Actuality	T																				
1178	SHOKET.ERAMES.KAN..KATRE..KATER.GRA.TIGRI.AHMETAJ.TRI.RAMAKATER.DOKTORI.RAMES..ZORRESH.TRASH..JAN.MOSTRA.KUSHKA.MIK.RAMEN.GANIGALI.DYTRI.EKESHTU..MERRALL.KURVAT.MEKURVAT..RRIN.SIMURSELI..IMARRIN.GRAT.NEPERDORIM.SIMAKINAT..MEQERA.EPERDOR.ÇDO..NJERI..TEPAGUJ..QERAN	Shoket e Rames kane kater gra: tigri Ahmetaj tri, Rama kater, doktorri i Rames i zorres se trashe jane mostra. Kush ka mik Ramen, Ganigali, dy tre, e keshtu me rradhe. Kurvat me kurvat rrine. SI Murseli, i marrin grate ne perdorim si makinat me qera. E perdor cdo njeri, te paguaj qerane.  	Actuality	T																				
1179	Poligamia denohet me ligj. Mardhenia me te mitur eshte pedofili. Avokat mizerje Mostra	Poligamia denohet me ligj. Marredhenia me te mitur eshte pedofili. Avokat mizerje, mostra!	Actuality	T																				
1180	"Këta njerëz po i bëjnë gjykimin moral Doktorit!Nuk po e kuptoj me cilin ligj duan ta dënojnë këta!?
 Me ligjin e Republikës së Shqipërisë duan ta gjykojnë apo me ligjin e Sheriatit!?"	Këta njerëz po i bëjnë gjykimin moral doktorit! Nuk po e kuptoj me cilin ligj duan ta dënojnë këta!? Me ligjin e Republikës së Shqipërisë duan ta gjykojnë apo me ligjin e Sheriatit!?	Actuality	F																				
1181	ty avokate kati te ka ngelur qefin se nuk te qiu ty puuu robqire femer fol me baza ligjore jo me llapa llapa si buce	Ty avokate Kati, te ka ngelur qejfi se nuk te qiu ty... Puuu robqire femer, fol me baza ligjore, jo me llapa-llapa si buce	Actuality	T																				
